X,CH1,CH2,
-1.6000001e-02,-8.00000e-02,8.00000e-02,
-1.2000001e-02,8.00000e-02,1.60000e-01,
-8.0000004e-03,0.00000e+00,8.00000e-02,
-4.0000002e-03,-8.00000e-02,1.60000e-01,
0.0000000e+00,-8.00000e-02,8.00000e-02,
4.0000002e-03,0.00000e+00,1.60000e-01,
8.0000004e-03,-8.00000e-02,8.00000e-02,
1.2000001e-02,0.00000e+00,1.60000e-01,
1.6000001e-02,0.00000e+00,8.00000e-02,
2.0000001e-02,-8.00000e-02,1.60000e-01,
2.4000002e-02,-8.00000e-02,0.00000e+00,
2.8000001e-02,7.76000e+00,1.60000e-01,
3.2000002e-02,7.84000e+00,1.60000e-01,
3.6000002e-02,7.60000e+00,4.00000e-01,
4.0000003e-02,7.60000e+00,2.40000e-01,
4.4000003e-02,7.84000e+00,4.80000e-01,
4.8000004e-02,7.60000e+00,4.00000e-01,
5.2000001e-02,7.84000e+00,6.40000e-01,
5.6000002e-02,7.60000e+00,5.60000e-01,
6.0000002e-02,7.84000e+00,8.00000e-01,
6.4000003e-02,7.84000e+00,7.20000e-01,
6.8000004e-02,7.60000e+00,8.80000e-01,
7.2000004e-02,7.84000e+00,8.80000e-01,
7.6000005e-02,7.60000e+00,1.04000e+00,
8.0000006e-02,7.84000e+00,1.04000e+00,
8.4000006e-02,7.60000e+00,1.20000e+00,
8.8000007e-02,7.84000e+00,1.20000e+00,
9.2000008e-02,7.60000e+00,1.36000e+00,
9.6000008e-02,7.84000e+00,1.36000e+00,
1.0000000e-01,7.60000e+00,1.44000e+00,
1.0400000e-01,7.84000e+00,1.44000e+00,
1.0800000e-01,7.60000e+00,1.60000e+00,
1.1200000e-01,7.60000e+00,1.52000e+00,
1.1600000e-01,7.84000e+00,1.76000e+00,
1.2000000e-01,7.60000e+00,1.76000e+00,
1.2400001e-01,7.84000e+00,1.92000e+00,
1.2800001e-01,7.84000e+00,1.84000e+00,
1.3200000e-01,7.60000e+00,2.00000e+00,
1.3600001e-01,7.84000e+00,2.00000e+00,
1.4000000e-01,7.60000e+00,2.08000e+00,
1.4400001e-01,7.84000e+00,2.08000e+00,
1.4800000e-01,7.60000e+00,2.24000e+00,
1.5200001e-01,7.60000e+00,2.24000e+00,
1.5600000e-01,7.84000e+00,2.40000e+00,
1.6000001e-01,7.60000e+00,2.32000e+00,
1.6400000e-01,7.84000e+00,2.48000e+00,
1.6800001e-01,7.84000e+00,2.40000e+00,
1.7200001e-01,7.60000e+00,2.56000e+00,
1.7600001e-01,7.60000e+00,2.56000e+00,
1.8000001e-01,7.84000e+00,2.72000e+00,
1.8400002e-01,7.84000e+00,2.64000e+00,
1.8800001e-01,7.60000e+00,2.80000e+00,
1.9200002e-01,7.84000e+00,2.72000e+00,
1.9600001e-01,7.60000e+00,3.04000e+00,
2.0000000e-01,7.84000e+00,2.88000e+00,
2.0400001e-01,7.60000e+00,3.12000e+00,
2.0800000e-01,7.60000e+00,3.04000e+00,
2.1200001e-01,7.84000e+00,3.20000e+00,
2.1600001e-01,7.84000e+00,3.12000e+00,
2.2000001e-01,7.60000e+00,3.28000e+00,
2.2400001e-01,7.60000e+00,3.28000e+00,
2.2800002e-01,7.84000e+00,3.44000e+00,
2.3200001e-01,7.84000e+00,3.36000e+00,
2.3600002e-01,7.60000e+00,3.52000e+00,
2.4000001e-01,7.76000e+00,3.44000e+00,
2.4400002e-01,7.84000e+00,3.60000e+00,
2.4800001e-01,7.84000e+00,3.52000e+00,
2.5200000e-01,7.60000e+00,3.68000e+00,
2.5600001e-01,7.60000e+00,3.68000e+00,
2.6000002e-01,7.84000e+00,3.76000e+00,
2.6400000e-01,7.60000e+00,3.76000e+00,
2.6800001e-01,7.84000e+00,3.84000e+00,
2.7200001e-01,7.84000e+00,3.84000e+00,
2.7600002e-01,7.60000e+00,4.00000e+00,
2.8000000e-01,7.84000e+00,3.92000e+00,
2.8400001e-01,7.60000e+00,4.08000e+00,
2.8800002e-01,7.76000e+00,4.08000e+00,
2.9200003e-01,7.84000e+00,4.00000e+00,
2.9600000e-01,7.92000e+00,4.08000e+00,
3.0000001e-01,7.60000e+00,4.24000e+00,
3.0400002e-01,7.84000e+00,4.16000e+00,
3.0800003e-01,7.60000e+00,4.32000e+00,
3.1200001e-01,7.84000e+00,4.32000e+00,
3.1600001e-01,7.60000e+00,4.40000e+00,
3.2000002e-01,7.60000e+00,4.40000e+00,
3.2400000e-01,7.84000e+00,4.32000e+00,
3.2800001e-01,7.84000e+00,4.40000e+00,
3.3200002e-01,7.60000e+00,4.56000e+00,
3.3600003e-01,7.84000e+00,4.48000e+00,
3.4000000e-01,7.60000e+00,4.64000e+00,
3.4400001e-01,7.84000e+00,4.56000e+00,
3.4800002e-01,7.60000e+00,4.72000e+00,
3.5200003e-01,7.84000e+00,4.64000e+00,
3.5600001e-01,7.60000e+00,4.80000e+00,
3.6000001e-01,7.60000e+00,4.72000e+00,
3.6400002e-01,7.84000e+00,4.88000e+00,
3.6800003e-01,7.76000e+00,4.80000e+00,
3.7200001e-01,7.84000e+00,4.96000e+00,
3.7600002e-01,7.84000e+00,4.88000e+00,
3.8000003e-01,7.60000e+00,5.04000e+00,
3.8400003e-01,7.60000e+00,4.96000e+00,
3.8800001e-01,7.84000e+00,5.04000e+00,
3.9200002e-01,7.60000e+00,5.04000e+00,
3.9600003e-01,7.84000e+00,5.12000e+00,
4.0000001e-01,7.84000e+00,5.04000e+00,
4.0400001e-01,7.60000e+00,5.20000e+00,
4.0800002e-01,7.60000e+00,5.20000e+00,
4.1200003e-01,7.84000e+00,5.28000e+00,
4.1600001e-01,7.84000e+00,5.28000e+00,
4.2000002e-01,7.60000e+00,5.36000e+00,
4.2400002e-01,7.76000e+00,5.36000e+00,
4.2800003e-01,7.84000e+00,5.28000e+00,
4.3200001e-01,7.60000e+00,5.36000e+00,
4.3600002e-01,7.84000e+00,5.44000e+00,
4.4000003e-01,7.84000e+00,5.36000e+00,
4.4400004e-01,7.60000e+00,5.52000e+00,
4.4800001e-01,7.60000e+00,5.44000e+00,
4.5200002e-01,7.84000e+00,5.60000e+00,
4.5600003e-01,7.60000e+00,5.52000e+00,
4.6000001e-01,7.84000e+00,5.68000e+00,
4.6400002e-01,7.84000e+00,5.60000e+00,
4.6800002e-01,7.60000e+00,5.68000e+00,
4.7200003e-01,7.84000e+00,5.68000e+00,
4.7600001e-01,7.60000e+00,5.76000e+00,
4.8000002e-01,7.84000e+00,5.68000e+00,
4.8400003e-01,7.60000e+00,5.84000e+00,
4.8800004e-01,7.84000e+00,5.76000e+00,
4.9200001e-01,7.60000e+00,5.92000e+00,
4.9600002e-01,7.60000e+00,5.84000e+00,
5.0000000e-01,7.84000e+00,5.92000e+00,
5.0400001e-01,7.60000e+00,6.00000e+00,
5.0800002e-01,7.84000e+00,5.92000e+00,
5.1200002e-01,7.84000e+00,6.00000e+00,
5.1600003e-01,7.60000e+00,5.92000e+00,
5.2000004e-01,7.84000e+00,6.00000e+00,
5.2400005e-01,7.60000e+00,6.08000e+00,
5.2800000e-01,7.84000e+00,6.08000e+00,
5.3200001e-01,-8.00000e-02,4.48000e+00,
5.3600001e-01,-1.60000e-01,4.40000e+00,
5.4000002e-01,8.00000e-02,2.64000e+00,
5.4400003e-01,-8.00000e-02,2.64000e+00,
5.4800004e-01,8.00000e-02,1.12000e+00,
5.5200005e-01,0.00000e+00,1.12000e+00,
5.5600005e-01,-8.00000e-02,2.40000e-01,
5.6000000e-01,-8.00000e-02,2.40000e-01,
5.6400001e-01,0.00000e+00,8.00000e-02,
5.6800002e-01,0.00000e+00,1.60000e-01,
5.7200003e-01,-8.00000e-02,8.00000e-02,
5.7600003e-01,-1.60000e-01,8.00000e-02,
5.8000004e-01,8.00000e-02,1.60000e-01,
5.8400005e-01,0.00000e+00,8.00000e-02,
5.8800000e-01,-8.00000e-02,1.60000e-01,
5.9200001e-01,8.00000e-02,8.00000e-02,
5.9600002e-01,-1.60000e-01,1.60000e-01,
6.0000002e-01,-8.00000e-02,8.00000e-02,
6.0400003e-01,0.00000e+00,1.60000e-01,
6.0800004e-01,0.00000e+00,8.00000e-02,
6.1200005e-01,-8.00000e-02,1.60000e-01,
6.1600006e-01,-8.00000e-02,1.60000e-01,
6.2000000e-01,8.00000e-02,0.00000e+00,
6.2400001e-01,8.00000e-02,8.00000e-02,
6.2800002e-01,-1.60000e-01,1.60000e-01,
6.3200003e-01,8.00000e-02,8.00000e-02,
6.3600004e-01,-8.00000e-02,1.60000e-01,
6.4000005e-01,0.00000e+00,8.00000e-02,
6.4400005e-01,-8.00000e-02,1.60000e-01,
6.4800000e-01,8.00000e-02,8.00000e-02,
6.5200001e-01,-8.00000e-02,1.60000e-01,
6.5600002e-01,-8.00000e-02,8.00000e-02,
6.6000003e-01,8.00000e-02,1.60000e-01,
6.6400003e-01,-8.00000e-02,8.00000e-02,
6.6800004e-01,8.00000e-02,1.60000e-01,
6.7200005e-01,-8.00000e-02,0.00000e+00,
6.7600006e-01,8.00000e-02,1.60000e-01,
6.8000001e-01,-8.00000e-02,0.00000e+00,
6.8400002e-01,8.00000e-02,1.60000e-01,
6.8800002e-01,0.00000e+00,8.00000e-02,
6.9200003e-01,-8.00000e-02,1.60000e-01,
6.9600004e-01,-1.60000e-01,1.60000e-01,
7.0000005e-01,8.00000e-02,0.00000e+00,
7.0400006e-01,-8.00000e-02,0.00000e+00,
7.0800000e-01,8.00000e-02,1.60000e-01,
7.1200001e-01,-8.00000e-02,8.00000e-02,
7.1600002e-01,8.00000e-02,8.00000e-02,
7.2000003e-01,8.00000e-02,8.00000e-02,
7.2400004e-01,-8.00000e-02,1.60000e-01,
7.2800004e-01,-8.00000e-02,1.60000e-01,
7.3200005e-01,8.00000e-02,0.00000e+00,
7.3600006e-01,0.00000e+00,8.00000e-02,
7.4000001e-01,-8.00000e-02,1.60000e-01,
7.4400002e-01,0.00000e+00,0.00000e+00,
7.4800003e-01,-1.60000e-01,1.60000e-01,
7.5200003e-01,-8.00000e-02,1.60000e-01,
7.5600004e-01,8.00000e-02,0.00000e+00,
7.6000005e-01,-8.00000e-02,8.00000e-02,
7.6400006e-01,8.00000e-02,1.60000e-01,
7.6800007e-01,0.00000e+00,8.00000e-02,
7.7200001e-01,-1.60000e-01,1.60000e-01,
7.7600002e-01,-8.00000e-02,8.00000e-02,
7.8000003e-01,8.00000e-02,1.60000e-01,
7.8400004e-01,0.00000e+00,8.00000e-02,
7.8800005e-01,-8.00000e-02,1.60000e-01,
7.9200006e-01,-8.00000e-02,8.00000e-02,
7.9600006e-01,0.00000e+00,1.60000e-01,
8.0000001e-01,-8.00000e-02,8.00000e-02,
8.0400002e-01,8.00000e-02,1.60000e-01,
8.0800003e-01,0.00000e+00,8.00000e-02,
8.1200004e-01,-8.00000e-02,1.60000e-01,
8.1600004e-01,-8.00000e-02,1.60000e-01,
8.2000005e-01,8.00000e-02,0.00000e+00,
8.2400006e-01,-1.60000e-01,8.00000e-02,
8.2800007e-01,8.00000e-02,8.00000e-02,
8.3200002e-01,-8.00000e-02,8.00000e-02,
8.3600003e-01,8.00000e-02,1.60000e-01,
8.4000003e-01,-8.00000e-02,8.00000e-02,
8.4400004e-01,0.00000e+00,1.60000e-01,
8.4800005e-01,0.00000e+00,0.00000e+00,
8.5200006e-01,-1.60000e-01,1.60000e-01,
8.5600007e-01,-8.00000e-02,8.00000e-02,
8.6000001e-01,8.00000e-02,1.60000e-01,
8.6400002e-01,-8.00000e-02,8.00000e-02,
8.6800003e-01,8.00000e-02,0.00000e+00,
8.7200004e-01,-8.00000e-02,8.00000e-02,
8.7600005e-01,8.00000e-02,1.60000e-01,
8.8000005e-01,-8.00000e-02,8.00000e-02,
8.8400006e-01,0.00000e+00,1.60000e-01,
8.8800007e-01,-8.00000e-02,8.00000e-02,
8.9200002e-01,8.00000e-02,1.60000e-01,
8.9600003e-01,0.00000e+00,8.00000e-02,
9.0000004e-01,-8.00000e-02,1.60000e-01,
9.0400004e-01,0.00000e+00,8.00000e-02,
9.0800005e-01,-8.00000e-02,1.60000e-01,
9.1200006e-01,0.00000e+00,8.00000e-02,
9.1600007e-01,-1.60000e-01,1.60000e-01,
9.2000002e-01,8.00000e-02,8.00000e-02,
9.2400002e-01,-1.60000e-01,1.60000e-01,
9.2800003e-01,-8.00000e-02,8.00000e-02,
9.3200004e-01,0.00000e+00,1.60000e-01,
9.3600005e-01,-8.00000e-02,0.00000e+00,
9.4000006e-01,8.00000e-02,1.60000e-01,
9.4400007e-01,-8.00000e-02,8.00000e-02,
9.4800007e-01,8.00000e-02,1.60000e-01,
9.5200002e-01,0.00000e+00,1.60000e-01,
9.5600003e-01,-8.00000e-02,8.00000e-02,
9.6000004e-01,0.00000e+00,8.00000e-02,
9.6400005e-01,-8.00000e-02,1.60000e-01,
9.6800005e-01,0.00000e+00,8.00000e-02,
9.7200006e-01,-1.60000e-01,1.60000e-01,
9.7600007e-01,0.00000e+00,8.00000e-02,
9.8000002e-01,-1.60000e-01,1.60000e-01,
9.8400003e-01,-8.00000e-02,8.00000e-02,
9.8800004e-01,8.00000e-02,1.60000e-01,
9.9200004e-01,-8.00000e-02,8.00000e-02,
9.9600005e-01,8.00000e-02,1.60000e-01,
1.0000000e+00,0.00000e+00,1.60000e-01,
1.0040001e+00,-1.60000e-01,0.00000e+00,
1.0080000e+00,0.00000e+00,1.60000e-01,
1.0120001e+00,-8.00000e-02,0.00000e+00,
1.0160000e+00,-8.00000e-02,8.00000e-02,
1.0200001e+00,0.00000e+00,0.00000e+00,
1.0240000e+00,0.00000e+00,1.60000e-01,
1.0280000e+00,-8.00000e-02,0.00000e+00,
1.0320001e+00,0.00000e+00,8.00000e-02,
1.0360000e+00,-1.60000e-01,1.60000e-01,
1.0400001e+00,-8.00000e-02,8.00000e-02,
1.0440000e+00,0.00000e+00,1.60000e-01,
1.0480001e+00,0.00000e+00,8.00000e-02,
1.0520000e+00,-8.00000e-02,1.60000e-01,
1.0560000e+00,-8.00000e-02,0.00000e+00,
1.0600001e+00,8.00000e-02,1.60000e-01,
1.0640000e+00,-8.00000e-02,0.00000e+00,
1.0680001e+00,0.00000e+00,1.60000e-01,
1.0720000e+00,-8.00000e-02,8.00000e-02,
1.0760001e+00,8.00000e-02,1.60000e-01,
1.0800000e+00,-1.60000e-01,1.60000e-01,
1.0840001e+00,0.00000e+00,0.00000e+00,
1.0880001e+00,-8.00000e-02,1.60000e-01,
1.0920000e+00,8.00000e-02,0.00000e+00,
1.0960001e+00,-8.00000e-02,0.00000e+00,
1.1000000e+00,8.00000e-02,1.60000e-01,
1.1040001e+00,-8.00000e-02,8.00000e-02,
1.1080000e+00,0.00000e+00,1.60000e-01,
1.1120001e+00,0.00000e+00,8.00000e-02,
1.1160001e+00,-8.00000e-02,1.60000e-01,
1.1200000e+00,-8.00000e-02,8.00000e-02,
1.1240001e+00,8.00000e-02,1.60000e-01,
1.1280000e+00,0.00000e+00,1.60000e-01,
1.1320001e+00,-8.00000e-02,8.00000e-02,
1.1360000e+00,-8.00000e-02,8.00000e-02,
1.1400001e+00,8.00000e-02,8.00000e-02,
1.1440001e+00,0.00000e+00,8.00000e-02,
1.1480000e+00,-1.60000e-01,1.60000e-01,
1.1520001e+00,-8.00000e-02,8.00000e-02,
1.1560000e+00,8.00000e-02,1.60000e-01,
1.1600001e+00,-8.00000e-02,8.00000e-02,
1.1640000e+00,0.00000e+00,1.60000e-01,
1.1680001e+00,0.00000e+00,8.00000e-02,
1.1720001e+00,-8.00000e-02,8.00000e-02,
1.1760000e+00,0.00000e+00,8.00000e-02,
1.1800001e+00,-8.00000e-02,1.60000e-01,
1.1840000e+00,-8.00000e-02,8.00000e-02,
1.1880001e+00,8.00000e-02,1.60000e-01,
1.1920000e+00,0.00000e+00,8.00000e-02,
1.1960001e+00,-8.00000e-02,1.60000e-01,
